age,confirmed_cases,death_cases,date,date_dt
70s,12594,637.0,2021-09-04,2021-09-04
over_80s,6870,1189.0,2021-09-04,2021-09-04
under_10s,13432,0.0,2021-09-03,2021-09-03
10s,21742,0.0,2021-09-03,2021-09-03
20s,47570,8.0,2021-09-03,2021-09-03
30s,38989,13.0,2021-09-03,2021-09-03
40s,40840,23.0,2021-09-03,2021-09-03
50s,44616,128.0,2021-09-03,2021-09-03
60s,30524,310.0,2021-09-03,2021-09-03
70s,12541,637.0,2021-09-03,2021-09-03
over_80s,6856,1189.0,2021-09-03,2021-09-03
under_10s,13338,0.0,2021-09-02,2021-09-02
10s,21589,0.0,2021-09-02,2021-09-02
20s,47190,8.0,2021-09-02,2021-09-02
30s,38668,13.0,2021-09-02,2021-09-02
40s,40528,23.0,2021-09-02,2021-09-02
50s,44378,128.0,2021-09-02,2021-09-02
60s,30373,306.0,2021-09-02,2021-09-02
70s,12500,636.0,2021-09-02,2021-09-02
over_80s,6837,1189.0,2021-09-02,2021-09-02
under_10s,13182,0.0,2021-09-01,2021-09-01
10s,21413,0.0,2021-09-01,2021-09-01
20s,46720,8.0,2021-09-01,2021-09-01
30s,38305,12.0,2021-09-01,2021-09-01
40s,40224,23.0,2021-09-01,2021-09-01
50s,44109,126.0,2021-09-01,2021-09-01
60s,30217,305.0,2021-09-01,2021-09-01
70s,12455,634.0,2021-09-01,2021-09-01
over_80s,6820,1184.0,2021-09-01,2021-09-01
under_10s,13055,0.0,2021-08-31,2021-08-31
10s,21221,0.0,2021-08-31,2021-08-31
20s,46275,8.0,2021-08-31,2021-08-31
30s,37941,12.0,2021-08-31,2021-08-31
40s,39889,22.0,2021-08-31,2021-08-31
50s,43812,125.0,2021-08-31,2021-08-31
60s,30022,305.0,2021-08-31,2021-08-31
70s,12399,630.0,2021-08-31,2021-08-31
over_80s,6807,1183.0,2021-08-31,2021-08-31
under_10s,12981,0.0,2021-08-30,2021-08-30
10s,21057,0.0,2021-08-30,2021-08-30
20s,45963,8.0,2021-08-30,2021-08-30
30s,37723,12.0,2021-08-30,2021-08-30
40s,39668,22.0,2021-08-30,2021-08-30
50s,43606,125.0,2021-08-30,2021-08-30
60s,29888,305.0,2021-08-30,2021-08-30
70s,12372,630.0,2021-08-30,2021-08-30
over_80s,6793,1182.0,2021-08-30,2021-08-30
under_10s,12879,0.0,2021-08-29,2021-08-29
10s,20938,0.0,2021-08-29,2021-08-29
20s,45637,8.0,2021-08-29,2021-08-29
30s,37420,12.0,2021-08-29,2021-08-29
40s,39439,22.0,2021-08-29,2021-08-29
50s,43394,122.0,2021-08-29,2021-08-29
60s,29758,305.0,2021-08-29,2021-08-29
70s,12339,629.0,2021-08-29,2021-08-29
over_80s,6764,1181.0,2021-08-29,2021-08-29
under_10s,12781,0.0,2021-08-28,2021-08-28
10s,20795,0.0,2021-08-28,2021-08-28
20s,45236,8.0,2021-08-28,2021-08-28
30s,37126,12.0,2021-08-28,2021-08-28
40s,39203,22.0,2021-08-28,2021-08-28
50s,43164,122.0,2021-08-28,2021-08-28
60s,29596,303.0,2021-08-28,2021-08-28
70s,12298,628.0,2021-08-28,2021-08-28
over_80s,6752,1181.0,2021-08-28,2021-08-28
under_10s,12669,0.0,2021-08-27,2021-08-27
10s,20599,0.0,2021-08-27,2021-08-27
20s,44803,8.0,2021-08-27,2021-08-27
30s,36814,11.0,2021-08-27,2021-08-27
40s,38945,22.0,2021-08-27,2021-08-27
50s,42902,120.0,2021-08-27,2021-08-27
60s,29449,300.0,2021-08-27,2021-08-27
70s,12251,627.0,2021-08-27,2021-08-27
over_80s,6726,1177.0,2021-08-27,2021-08-27
under_10s,12543,0.0,2021-08-26,2021-08-26
10s,20425,0.0,2021-08-26,2021-08-26
20s,44375,8.0,2021-08-26,2021-08-26
30s,36478,11.0,2021-08-26,2021-08-26
40s,38656,22.0,2021-08-26,2021-08-26
50s,42632,114.0,2021-08-26,2021-08-26
60s,29289,300.0,2021-08-26,2021-08-26
70s,12211,627.0,2021-08-26,2021-08-26
over_80s,6708,1175.0,2021-08-26,2021-08-26
under_10s,12424,0.0,2021-08-25,2021-08-25
10s,20248,0.0,2021-08-25,2021-08-25
20s,43938,8.0,2021-08-25,2021-08-25
30s,36140,11.0,2021-08-25,2021-08-25
40s,38355,21.0,2021-08-25,2021-08-25
50s,42355,110.0,2021-08-25,2021-08-25
60s,29139,296.0,2021-08-25,2021-08-25
70s,12145,623.0,2021-08-25,2021-08-25
over_80s,6695,1168.0,2021-08-25,2021-08-25
under_10s,12284,0.0,2021-08-24,2021-08-24
10s,20025,0.0,2021-08-24,2021-08-24
20s,43428,8.0,2021-08-24,2021-08-24
30s,35782,11.0,2021-08-24,2021-08-24
40s,37999,21.0,2021-08-24,2021-08-24
50s,42061,109.0,2021-08-24,2021-08-24
60s,28951,295.0,2021-08-24,2021-08-24
70s,12084,620.0,2021-08-24,2021-08-24
over_80s,6673,1164.0,2021-08-24,2021-08-24
under_10s,12168,0.0,2021-08-23,2021-08-23
10s,19880,0.0,2021-08-23,2021-08-23
20s,43083,8.0,2021-08-23,2021-08-23
30s,35510,11.0,2021-08-23,2021-08-23
40s,37738,21.0,2021-08-23,2021-08-23
50s,41859,109.0,2021-08-23,2021-08-23
60s,28837,293.0,2021-08-23,2021-08-23
70s,12045,619.0,2021-08-23,2021-08-23
over_80s,6662,1161.0,2021-08-23,2021-08-23
under_10s,12088,0.0,2021-08-22,2021-08-22
10s,19736,0.0,2021-08-22,2021-08-22
20s,42762,8.0,2021-08-22,2021-08-22
30s,35276,11.0,2021-08-22,2021-08-22
40s,37475,21.0,2021-08-22,2021-08-22
50s,41638,108.0,2021-08-22,2021-08-22
60s,28727,290.0,2021-08-22,2021-08-22
70s,12013,617.0,2021-08-22,2021-08-22
over_80s,6651,1160.0,2021-08-22,2021-08-22
under_10s,11986,0.0,2021-08-21,2021-08-21
10s,19583,0.0,2021-08-21,2021-08-21
20s,42388,8.0,2021-08-21,2021-08-21
30s,34978,11.0,2021-08-21,2021-08-21
40s,37211,20.0,2021-08-21,2021-08-21
50s,41394,103.0,2021-08-21,2021-08-21
60s,28594,289.0,2021-08-21,2021-08-21
70s,11970,615.0,2021-08-21,2021-08-21
over_80s,6635,1156.0,2021-08-21,2021-08-21
under_10s,11879,0.0,2021-08-20,2021-08-20
10s,19394,0.0,2021-08-20,2021-08-20
20s,41978,6.0,2021-08-20,2021-08-20
30s,34648,11.0,2021-08-20,2021-08-20
40s,36914,20.0,2021-08-20,2021-08-20
50s,41122,103.0,2021-08-20,2021-08-20
60s,28410,288.0,2021-08-20,2021-08-20
70s,11906,614.0,2021-08-20,2021-08-20
over_80s,6608,1155.0,2021-08-20,2021-08-20
under_10s,11724,0.0,2021-08-19,2021-08-19
10s,19210,0.0,2021-08-19,2021-08-19
20s,41523,6.0,2021-08-19,2021-08-19
30s,34288,11.0,2021-08-19,2021-08-19
40s,36578,20.0,2021-08-19,2021-08-19
50s,40801,103.0,2021-08-19,2021-08-19
60s,28259,287.0,2021-08-19,2021-08-19
70s,11845,611.0,2021-08-19,2021-08-19
over_80s,6580,1153.0,2021-08-19,2021-08-19
under_10s,11585,0.0,2021-08-18,2021-08-18
10s,19008,0.0,2021-08-18,2021-08-18
20s,41008,6.0,2021-08-18,2021-08-18
30s,33895,11.0,2021-08-18,2021-08-18
40s,36229,20.0,2021-08-18,2021-08-18
50s,40494,99.0,2021-08-18,2021-08-18
60s,28091,283.0,2021-08-18,2021-08-18
70s,11786,610.0,2021-08-18,2021-08-18
over_80s,6561,1149.0,2021-08-18,2021-08-18
under_10s,11467,0.0,2021-08-17,2021-08-17
10s,18808,0.0,2021-08-17,2021-08-17
20s,40580,6.0,2021-08-17,2021-08-17
30s,33612,11.0,2021-08-17,2021-08-17
40s,35933,20.0,2021-08-17,2021-08-17
50s,40226,99.0,2021-08-17,2021-08-17
60s,27931,283.0,2021-08-17,2021-08-17
70s,11759,610.0,2021-08-17,2021-08-17
over_80s,6538,1144.0,2021-08-17,2021-08-17
under_10s,11145,0.0,2021-08-14,2021-08-14
10s,18287,0.0,2021-08-14,2021-08-14
20s,39466,5.0,2021-08-14,2021-08-14
30s,32837,11.0,2021-08-14,2021-08-14
40s,35210,19.0,2021-08-14,2021-08-14
50s,39466,94.0,2021-08-14,2021-08-14
60s,27590,279.0,2021-08-14,2021-08-14
70s,11640,606.0,2021-08-14,2021-08-14
over_80s,6470,1134.0,2021-08-14,2021-08-14
under_10s,11043,0.0,2021-08-13,2021-08-13
10s,18081,0.0,2021-08-13,2021-08-13
20s,38996,5.0,2021-08-13,2021-08-13
30s,32498,11.0,2021-08-13,2021-08-13
40s,34935,19.0,2021-08-13,2021-08-13
50s,39147,94.0,2021-08-13,2021-08-13
60s,27441,277.0,2021-08-13,2021-08-13
70s,11594,604.0,2021-08-13,2021-08-13
over_80s,6447,1134.0,2021-08-13,2021-08-13
under_10s,10922,0.0,2021-08-12,2021-08-12
10s,17869,0.0,2021-08-12,2021-08-12
20s,38527,5.0,2021-08-12,2021-08-12
30s,32179,11.0,2021-08-12,2021-08-12
40s,34634,19.0,2021-08-12,2021-08-12
50s,38842,92.0,2021-08-12,2021-08-12
60s,27264,277.0,2021-08-12,2021-08-12
70s,11546,602.0,2021-08-12,2021-08-12
over_80s,6409,1132.0,2021-08-12,2021-08-12
under_10s,10800,0.0,2021-08-11,2021-08-11
10s,17643,0.0,2021-08-11,2021-08-11
20s,38037,5.0,2021-08-11,2021-08-11
30s,31848,10.0,2021-08-11,2021-08-11
40s,34356,19.0,2021-08-11,2021-08-11
50s,38523,91.0,2021-08-11,2021-08-11
60s,27120,276.0,2021-08-11,2021-08-11
70s,11494,602.0,2021-08-11,2021-08-11
over_80s,6385,1132.0,2021-08-11,2021-08-11
under_10s,10675,0.0,2021-08-10,2021-08-10
10s,17431,0.0,2021-08-10,2021-08-10
20s,37478,5.0,2021-08-10,2021-08-10
30s,31464,10.0,2021-08-10,2021-08-10
40s,34014,19.0,2021-08-10,2021-08-10
50s,38167,91.0,2021-08-10,2021-08-10
60s,26954,275.0,2021-08-10,2021-08-10
70s,11441,602.0,2021-08-10,2021-08-10
over_80s,6363,1132.0,2021-08-10,2021-08-10
under_10s,10573,0.0,2021-08-09,2021-08-09
10s,17235,0.0,2021-08-09,2021-08-09
20s,37146,5.0,2021-08-09,2021-08-09
30s,31226,10.0,2021-08-09,2021-08-09
40s,33755,18.0,2021-08-09,2021-08-09
50s,37933,88.0,2021-08-09,2021-08-09
60s,26829,274.0,2021-08-09,2021-08-09
70s,11409,600.0,2021-08-09,2021-08-09
over_80s,6342,1130.0,2021-08-09,2021-08-09
under_10s,10353,0.0,2021-08-07,2021-08-07
10s,16902,0.0,2021-08-07,2021-08-07
20s,36418,5.0,2021-08-07,2021-08-07
30s,30685,10.0,2021-08-07,2021-08-07
40s,33290,18.0,2021-08-07,2021-08-07
50s,37410,84.0,2021-08-07,2021-08-07
60s,26543,271.0,2021-08-07,2021-08-07
70s,11325,599.0,2021-08-07,2021-08-07
over_80s,6302,1129.0,2021-08-07,2021-08-07
under_10s,10230,0.0,2021-08-06,2021-08-06
10s,16732,0.0,2021-08-06,2021-08-06
20s,36023,5.0,2021-08-06,2021-08-06
30s,30414,10.0,2021-08-06,2021-08-06
40s,33013,18.0,2021-08-06,2021-08-06
50s,37095,84.0,2021-08-06,2021-08-06
60s,26377,271.0,2021-08-06,2021-08-06
70s,11270,597.0,2021-08-06,2021-08-06
over_80s,6252,1128.0,2021-08-06,2021-08-06
under_10s,10102,0.0,2021-08-05,2021-08-05
10s,16538,0.0,2021-08-05,2021-08-05
20s,35662,5.0,2021-08-05,2021-08-05
30s,30137,10.0,2021-08-05,2021-08-05
40s,32759,17.0,2021-08-05,2021-08-05
50s,36810,82.0,2021-08-05,2021-08-05
60s,26228,271.0,2021-08-05,2021-08-05
70s,11219,597.0,2021-08-05,2021-08-05
over_80s,6247,1127.0,2021-08-05,2021-08-05
under_10s,10006,0.0,2021-08-04,2021-08-04
10s,16334,0.0,2021-08-04,2021-08-04
20s,35238,5.0,2021-08-04,2021-08-04
30s,29877,10.0,2021-08-04,2021-08-04
40s,32469,17.0,2021-08-04,2021-08-04
50s,36518,82.0,2021-08-04,2021-08-04
60s,26080,269.0,2021-08-04,2021-08-04
70s,11173,596.0,2021-08-04,2021-08-04
over_80s,6231,1127.0,2021-08-04,2021-08-04
under_10s,9910,0.0,2021-08-03,2021-08-03
10s,16146,0.0,2021-08-03,2021-08-03
20s,34837,5.0,2021-08-03,2021-08-03
30s,29596,10.0,2021-08-03,2021-08-03
40s,32189,17.0,2021-08-03,2021-08-03
50s,36217,82.0,2021-08-03,2021-08-03
60s,25954,267.0,2021-08-03,2021-08-03
70s,11134,596.0,2021-08-03,2021-08-03
over_80s,6220,1127.0,2021-08-03,2021-08-03
under_10s,9811,0.0,2021-08-02,2021-08-02
10s,16008,0.0,2021-08-02,2021-08-02
20s,34603,5.0,2021-08-02,2021-08-02
30s,29411,10.0,2021-08-02,2021-08-02
40s,31991,17.0,2021-08-02,2021-08-02
50s,36012,82.0,2021-08-02,2021-08-02
60s,25853,265.0,2021-08-02,2021-08-02
70s,11103,593.0,2021-08-02,2021-08-02
over_80s,6210,1127.0,2021-08-02,2021-08-02
under_10s,9727,0.0,2021-08-01,2021-08-01
10s,15852,0.0,2021-08-01,2021-08-01
20s,34350,5.0,2021-08-01,2021-08-01
30s,29231,10.0,2021-08-01,2021-08-01
40s,31772,17.0,2021-08-01,2021-08-01
50s,35817,82.0,2021-08-01,2021-08-01
60s,25775,264.0,2021-08-01,2021-08-01
70s,11072,593.0,2021-08-01,2021-08-01
over_80s,6191,1127.0,2021-08-01,2021-08-01
under_10s,9633,0.0,2021-07-31,2021-07-31
10s,15678,0.0,2021-07-31,2021-07-31
20s,34037,5.0,2021-07-31,2021-07-31
30s,29018,10.0,2021-07-31,2021-07-31
40s,31534,17.0,2021-07-31,2021-07-31
50s,35572,81.0,2021-07-31,2021-07-31
60s,25660,262.0,2021-07-31,2021-07-31
70s,11036,593.0,2021-07-31,2021-07-31
over_80s,6177,1127.0,2021-07-31,2021-07-31
under_10s,9536,0.0,2021-07-30,2021-07-30
10s,15500,0.0,2021-07-30,2021-07-30
20s,33689,4.0,2021-07-30,2021-07-30
30s,28776,10.0,2021-07-30,2021-07-30
40s,31270,17.0,2021-07-30,2021-07-30
50s,35333,81.0,2021-07-30,2021-07-30
60s,25528,260.0,2021-07-30,2021-07-30
70s,11008,592.0,2021-07-30,2021-07-30
over_80s,6166,1125.0,2021-07-30,2021-07-30
under_10s,9436,0.0,2021-07-29,2021-07-29
10s,15318,0.0,2021-07-29,2021-07-29
20s,33336,4.0,2021-07-29,2021-07-29
30s,28506,10.0,2021-07-29,2021-07-29
40s,30963,17.0,2021-07-29,2021-07-29
50s,35027,81.0,2021-07-29,2021-07-29
60s,25408,259.0,2021-07-29,2021-07-29
70s,10959,591.0,2021-07-29,2021-07-29
over_80s,6146,1123.0,2021-07-29,2021-07-29
under_10s,9312,0.0,2021-07-28,2021-07-28
10s,15133,0.0,2021-07-28,2021-07-28
20s,32938,4.0,2021-07-28,2021-07-28
30s,28265,10.0,2021-07-28,2021-07-28
40s,30667,16.0,2021-07-28,2021-07-28
50s,34763,81.0,2021-07-28,2021-07-28
60s,25294,258.0,2021-07-28,2021-07-28
70s,10923,591.0,2021-07-28,2021-07-28
over_80s,6132,1123.0,2021-07-28,2021-07-28
under_10s,9185,0.0,2021-07-27,2021-07-27
10s,14917,0.0,2021-07-27,2021-07-27
20s,32543,3.0,2021-07-27,2021-07-27
30s,27960,9.0,2021-07-27,2021-07-27
40s,30341,16.0,2021-07-27,2021-07-27
50s,34430,80.0,2021-07-27,2021-07-27
60s,25160,257.0,2021-07-27,2021-07-27
70s,10882,591.0,2021-07-27,2021-07-27
over_80s,6113,1123.0,2021-07-27,2021-07-27
under_10s,9078,0.0,2021-07-26,2021-07-26
10s,14766,0.0,2021-07-26,2021-07-26
20s,32218,3.0,2021-07-26,2021-07-26
30s,27756,8.0,2021-07-26,2021-07-26
40s,30101,16.0,2021-07-26,2021-07-26
50s,34213,80.0,2021-07-26,2021-07-26
60s,25064,257.0,2021-07-26,2021-07-26
70s,10864,591.0,2021-07-26,2021-07-26
over_80s,6106,1122.0,2021-07-26,2021-07-26
under_10s,8915,0.0,2021-07-24,2021-07-24
10s,14406,0.0,2021-07-24,2021-07-24
20s,31613,3.0,2021-07-24,2021-07-24
30s,27273,8.0,2021-07-24,2021-07-24
40s,29640,16.0,2021-07-24,2021-07-24
50s,33778,79.0,2021-07-24,2021-07-24
60s,24848,254.0,2021-07-24,2021-07-24
70s,10802,589.0,2021-07-24,2021-07-24
over_80s,6087,1119.0,2021-07-24,2021-07-24
under_10s,8811,0.0,2021-07-23,2021-07-23
10s,14246,0.0,2021-07-23,2021-07-23
20s,31215,3.0,2021-07-23,2021-07-23
30s,27030,8.0,2021-07-23,2021-07-23
40s,29367,16.0,2021-07-23,2021-07-23
50s,33495,79.0,2021-07-23,2021-07-23
60s,24737,252.0,2021-07-23,2021-07-23
70s,10760,589.0,2021-07-23,2021-07-23
over_80s,6072,1119.0,2021-07-23,2021-07-23
under_10s,8700,0.0,2021-07-22,2021-07-22
10s,14082,0.0,2021-07-22,2021-07-22
20s,30838,3.0,2021-07-22,2021-07-22
30s,26743,8.0,2021-07-22,2021-07-22
40s,29097,16.0,2021-07-22,2021-07-22
50s,33236,77.0,2021-07-22,2021-07-22
60s,24619,251.0,2021-07-22,2021-07-22
70s,10728,589.0,2021-07-22,2021-07-22
over_80s,6060,1119.0,2021-07-22,2021-07-22
under_10s,8458,0.0,2021-07-20,2021-07-20
10s,13693,0.0,2021-07-20,2021-07-20
20s,29932,3.0,2021-07-20,2021-07-20
30s,26147,8.0,2021-07-20,2021-07-20
40s,28446,16.0,2021-07-20,2021-07-20
50s,32665,77.0,2021-07-20,2021-07-20
60s,24428,251.0,2021-07-20,2021-07-20
70s,10671,589.0,2021-07-20,2021-07-20
over_80s,6041,1115.0,2021-07-20,2021-07-20
under_10s,8362,0.0,2021-07-19,2021-07-19
10s,13563,0.0,2021-07-19,2021-07-19
20s,29662,3.0,2021-07-19,2021-07-19
30s,25939,8.0,2021-07-19,2021-07-19
40s,28203,16.0,2021-07-19,2021-07-19
50s,32447,76.0,2021-07-19,2021-07-19
60s,24344,251.0,2021-07-19,2021-07-19
70s,10650,589.0,2021-07-19,2021-07-19
over_80s,6033,1115.0,2021-07-19,2021-07-19
under_10s,8241,0.0,2021-07-18,2021-07-18
10s,13431,0.0,2021-07-18,2021-07-18
20s,29374,3.0,2021-07-18,2021-07-18
30s,25741,8.0,2021-07-18,2021-07-18
40s,28000,16.0,2021-07-18,2021-07-18
50s,32242,76.0,2021-07-18,2021-07-18
60s,24269,251.0,2021-07-18,2021-07-18
70s,10629,588.0,2021-07-18,2021-07-18
over_80s,6024,1115.0,2021-07-18,2021-07-18
under_10s,8154,0.0,2021-07-17,2021-07-17
10s,13286,0.0,2021-07-17,2021-07-17
20s,29022,3.0,2021-07-17,2021-07-17
30s,25503,8.0,2021-07-17,2021-07-17
40s,27754,16.0,2021-07-17,2021-07-17
50s,31986,76.0,2021-07-17,2021-07-17
60s,24177,251.0,2021-07-17,2021-07-17
70s,10600,587.0,2021-07-17,2021-07-17
over_80s,6018,1114.0,2021-07-17,2021-07-17
under_10s,8077,0.0,2021-07-16,2021-07-16
10s,13149,0.0,2021-07-16,2021-07-16
20s,28645,3.0,2021-07-16,2021-07-16
30s,25285,8.0,2021-07-16,2021-07-16
40s,27509,16.0,2021-07-16,2021-07-16
50s,31725,75.0,2021-07-16,2021-07-16
60s,24074,251.0,2021-07-16,2021-07-16
70s,10575,584.0,2021-07-16,2021-07-16
over_80s,6007,1114.0,2021-07-16,2021-07-16
under_10s,7996,0.0,2021-07-15,2021-07-15
10s,13015,0.0,2021-07-15,2021-07-15
20s,28265,3.0,2021-07-15,2021-07-15
30s,24986,8.0,2021-07-15,2021-07-15
40s,27241,15.0,2021-07-15,2021-07-15
50s,31483,75.0,2021-07-15,2021-07-15
60s,23965,251.0,2021-07-15,2021-07-15
70s,10561,584.0,2021-07-15,2021-07-15
over_80s,5999,1114.0,2021-07-15,2021-07-15
under_10s,7893,0.0,2021-07-14,2021-07-14
10s,12860,0.0,2021-07-14,2021-07-14
20s,27877,3.0,2021-07-14,2021-07-14
30s,24683,8.0,2021-07-14,2021-07-14
40s,26949,15.0,2021-07-14,2021-07-14
50s,31244,74.0,2021-07-14,2021-07-14
60s,23876,250.0,2021-07-14,2021-07-14
70s,10542,584.0,2021-07-14,2021-07-14
over_80s,5987,1114.0,2021-07-14,2021-07-14
under_10s,7815,0.0,2021-07-13,2021-07-13
10s,12681,0.0,2021-07-13,2021-07-13
20s,27450,3.0,2021-07-13,2021-07-13
30s,24376,8.0,2021-07-13,2021-07-13
40s,26670,15.0,2021-07-13,2021-07-13
50s,31001,74.0,2021-07-13,2021-07-13
60s,23802,249.0,2021-07-13,2021-07-13
70s,10521,584.0,2021-07-13,2021-07-13
over_80s,5980,1113.0,2021-07-13,2021-07-13
under_10s,7728,0.0,2021-07-12,2021-07-12
10s,12576,0.0,2021-07-12,2021-07-12
20s,27157,3.0,2021-07-12,2021-07-12
30s,24167,8.0,2021-07-12,2021-07-12
40s,26464,15.0,2021-07-12,2021-07-12
50s,30827,73.0,2021-07-12,2021-07-12
60s,23744,249.0,2021-07-12,2021-07-12
70s,10506,584.0,2021-07-12,2021-07-12
over_80s,5977,1112.0,2021-07-12,2021-07-12
under_10s,7553,0.0,2021-07-09,2021-07-09
10s,12193,0.0,2021-07-09,2021-07-09
20s,26239,3.0,2021-07-09,2021-07-09
30s,23525,8.0,2021-07-09,2021-07-09
40s,25784,15.0,2021-07-09,2021-07-09
50s,30123,73.0,2021-07-09,2021-07-09
60s,23547,245.0,2021-07-09,2021-07-09
70s,10437,583.0,2021-07-09,2021-07-09
over_80s,5943,1109.0,2021-07-09,2021-07-09
under_10s,7487,0.0,2021-07-08,2021-07-08
10s,12060,0.0,2021-07-08,2021-07-08
20s,25916,3.0,2021-07-08,2021-07-08
30s,23287,8.0,2021-07-08,2021-07-08
40s,25549,15.0,2021-07-08,2021-07-08
50s,29901,73.0,2021-07-08,2021-07-08
60s,23470,245.0,2021-07-08,2021-07-08
70s,10422,583.0,2021-07-08,2021-07-08
over_80s,5936,1107.0,2021-07-08,2021-07-08
under_10s,7430,0.0,2021-07-07,2021-07-07
10s,11941,0.0,2021-07-07,2021-07-07
20s,25564,3.0,2021-07-07,2021-07-07
30s,23060,8.0,2021-07-07,2021-07-07
40s,25330,15.0,2021-07-07,2021-07-07
50s,29687,73.0,2021-07-07,2021-07-07
60s,23408,245.0,2021-07-07,2021-07-07
70s,10401,582.0,2021-07-07,2021-07-07
over_80s,5932,1107.0,2021-07-07,2021-07-07
under_10s,7397,0.0,2021-07-06,2021-07-06
10s,11820,0.0,2021-07-06,2021-07-06
20s,25229,3.0,2021-07-06,2021-07-06
30s,22846,8.0,2021-07-06,2021-07-06
40s,25103,15.0,2021-07-06,2021-07-06
50s,29493,73.0,2021-07-06,2021-07-06
60s,23346,244.0,2021-07-06,2021-07-06
70s,10381,582.0,2021-07-06,2021-07-06
over_80s,5926,1107.0,2021-07-06,2021-07-06
under_10s,7355,0.0,2021-07-05,2021-07-05
10s,11746,0.0,2021-07-05,2021-07-05
20s,25058,3.0,2021-07-05,2021-07-05
30s,22718,8.0,2021-07-05,2021-07-05
40s,24955,15.0,2021-07-05,2021-07-05
50s,29369,73.0,2021-07-05,2021-07-05
60s,23308,243.0,2021-07-05,2021-07-05
70s,10367,581.0,2021-07-05,2021-07-05
over_80s,5919,1105.0,2021-07-05,2021-07-05
under_10s,7312,0.0,2021-07-04,2021-07-04
10s,11674,0.0,2021-07-04,2021-07-04
20s,24899,3.0,2021-07-04,2021-07-04
30s,22589,8.0,2021-07-04,2021-07-04
40s,24822,15.0,2021-07-04,2021-07-04
50s,29240,73.0,2021-07-04,2021-07-04
60s,23275,243.0,2021-07-04,2021-07-04
70s,10363,581.0,2021-07-04,2021-07-04
over_80s,5910,1103.0,2021-07-04,2021-07-04
under_10s,7285,0.0,2021-07-03,2021-07-03
10s,11595,0.0,2021-07-03,2021-07-03
20s,24728,3.0,2021-07-03,2021-07-03
30s,22478,8.0,2021-07-03,2021-07-03
40s,24664,15.0,2021-07-03,2021-07-03
50s,29118,73.0,2021-07-03,2021-07-03
60s,23218,243.0,2021-07-03,2021-07-03
70s,10353,580.0,2021-07-03,2021-07-03
over_80s,5903,1103.0,2021-07-03,2021-07-03
under_10s,7237,0.0,2021-07-02,2021-07-02
10s,11496,0.0,2021-07-02,2021-07-02
20s,24518,3.0,2021-07-02,2021-07-02
30s,22340,8.0,2021-07-02,2021-07-02
40s,24521,15.0,2021-07-02,2021-07-02
50s,29018,73.0,2021-07-02,2021-07-02
60s,23172,243.0,2021-07-02,2021-07-02
70s,10344,580.0,2021-07-02,2021-07-02
over_80s,5903,1102.0,2021-07-02,2021-07-02
under_10s,7189,0.0,2021-07-01,2021-07-01
10s,11422,0.0,2021-07-01,2021-07-01
20s,24314,3.0,2021-07-01,2021-07-01
30s,22204,8.0,2021-07-01,2021-07-01
40s,24363,15.0,2021-07-01,2021-07-01
50s,28874,73.0,2021-07-01,2021-07-01
60s,23120,243.0,2021-07-01,2021-07-01
70s,10336,578.0,2021-07-01,2021-07-01
over_80s,5901,1101.0,2021-07-01,2021-07-01
under_10s,7154,0.0,2021-06-30,2021-06-30
10s,11344,0.0,2021-06-30,2021-06-30
20s,24143,3.0,2021-06-30,2021-06-30
30s,22048,8.0,2021-06-30,2021-06-30
40s,24225,15.0,2021-06-30,2021-06-30
50s,28760,73.0,2021-06-30,2021-06-30
60s,23069,243.0,2021-06-30,2021-06-30
70s,10322,576.0,2021-06-30,2021-06-30
over_80s,5896,1100.0,2021-06-30,2021-06-30
under_10s,7120,0.0,2021-06-29,2021-06-29
10s,11286,0.0,2021-06-29,2021-06-29
20s,23948,3.0,2021-06-29,2021-06-29
30s,21907,8.0,2021-06-29,2021-06-29
40s,24057,15.0,2021-06-29,2021-06-29
50s,28622,73.0,2021-06-29,2021-06-29
60s,23027,242.0,2021-06-29,2021-06-29
70s,10307,576.0,2021-06-29,2021-06-29
over_80s,5893,1100.0,2021-06-29,2021-06-29
under_10s,7093,0.0,2021-06-28,2021-06-28
10s,11220,0.0,2021-06-28,2021-06-28
20s,23809,3.0,2021-06-28,2021-06-28
30s,21792,8.0,2021-06-28,2021-06-28
40s,23961,15.0,2021-06-28,2021-06-28
50s,28528,73.0,2021-06-28,2021-06-28
60s,22987,241.0,2021-06-28,2021-06-28
70s,10294,575.0,2021-06-28,2021-06-28
over_80s,5888,1100.0,2021-06-28,2021-06-28
under_10s,7005,0.0,2021-06-26,2021-06-26
10s,11142,0.0,2021-06-26,2021-06-26
20s,23564,3.0,2021-06-26,2021-06-26
30s,21608,8.0,2021-06-26,2021-06-26
40s,23755,15.0,2021-06-26,2021-06-26
50s,28348,73.0,2021-06-26,2021-06-26
60s,22880,241.0,2021-06-26,2021-06-26
70s,10274,573.0,2021-06-26,2021-06-26
over_80s,5881,1099.0,2021-06-26,2021-06-26
under_10s,6956,0.0,2021-06-25,2021-06-25
10s,11084,0.0,2021-06-25,2021-06-25
20s,23433,3.0,2021-06-25,2021-06-25
30s,21475,8.0,2021-06-25,2021-06-25
40s,23650,15.0,2021-06-25,2021-06-25
50s,28223,73.0,2021-06-25,2021-06-25
60s,22828,241.0,2021-06-25,2021-06-25
70s,10261,571.0,2021-06-25,2021-06-25
over_80s,5879,1098.0,2021-06-25,2021-06-25
