gender,confirmed_cases,death_cases,date,date_dt
female,16675658,17453.0,2023-04-20,2023-04-20
male,14364205,16948.0,2023-04-20,2023-04-20
female,16667568,17448.0,2023-04-19,2023-04-19
male,14358201,16944.0,2023-04-19,2023-04-19
female,16658217,17446.0,2023-04-18,2023-04-18
male,14351044,16940.0,2023-04-18,2023-04-18
female,16649767,17441.0,2023-04-17,2023-04-17
male,14344321,16935.0,2023-04-17,2023-04-17
female,16641294,17437.0,2023-04-15,2023-04-15
male,14337660,16931.0,2023-04-15,2023-04-15
female,16634861,17437.0,2023-04-14,2023-04-14
male,14332831,16929.0,2023-04-14,2023-04-14
female,16628154,17434.0,2023-04-13,2023-04-13
male,14327872,16927.0,2023-04-13,2023-04-13
female,16621444,17432.0,2023-04-12,2023-04-12
male,14322986,16924.0,2023-04-12,2023-04-12
female,16613379,17426.0,2023-04-11,2023-04-11
male,14317125,16916.0,2023-04-11,2023-04-11
female,16606292,17423.0,2023-04-10,2023-04-10
male,14311768,16909.0,2023-04-10,2023-04-10
female,16598567,17419.0,2023-04-08,2023-04-08
male,14305935,16903.0,2023-04-08,2023-04-08
female,16592733,17417.0,2023-04-07,2023-04-07
male,14301826,16901.0,2023-04-07,2023-04-07
female,16586566,17415.0,2023-04-06,2023-04-06
male,14297258,16894.0,2023-04-06,2023-04-06
female,16579675,17408.0,2023-04-05,2023-04-05
male,14292065,16888.0,2023-04-05,2023-04-05
female,16571458,17405.0,2023-04-04,2023-04-04
male,14285817,16884.0,2023-04-04,2023-04-04
female,16563894,17401.0,2023-04-03,2023-04-03
male,14280006,16880.0,2023-04-03,2023-04-03
female,16555949,17394.0,2023-04-01,2023-04-01
male,14273878,16876.0,2023-04-01,2023-04-01
female,16550372,17391.0,2023-03-31,2023-03-31
male,14269758,16874.0,2023-03-31,2023-03-31
female,16544455,17384.0,2023-03-30,2023-03-30
male,14265307,16871.0,2023-03-30,2023-03-30
female,16538049,17380.0,2023-03-29,2023-03-29
male,14260674,16865.0,2023-03-29,2023-03-29
female,16530598,17369.0,2023-03-28,2023-03-28
male,14254991,16862.0,2023-03-28,2023-03-28
female,16523860,17365.0,2023-03-27,2023-03-27
male,14249600,16858.0,2023-03-27,2023-03-27
female,16516201,17361.0,2023-03-25,2023-03-25
male,14243694,16856.0,2023-03-25,2023-03-25
female,16510392,17358.0,2023-03-24,2023-03-24
male,14239348,16853.0,2023-03-24,2023-03-24
female,16504636,17350.0,2023-03-23,2023-03-23
male,14234821,16851.0,2023-03-23,2023-03-23
female,16498298,17344.0,2023-03-22,2023-03-22
male,14229759,16843.0,2023-03-22,2023-03-22
female,16490964,17341.0,2023-03-21,2023-03-21
male,14224012,16837.0,2023-03-21,2023-03-21
female,16484399,17336.0,2023-03-20,2023-03-20
male,14218561,16835.0,2023-03-20,2023-03-20
female,16482227,0.0,2023-03-20,2023-03-20
male,14216803,0.0,2023-03-20,2023-03-20
female,16477251,17329.0,2023-03-18,2023-03-18
male,14212972,16830.0,2023-03-18,2023-03-18
female,16472168,17327.0,2023-03-17,2023-03-17
male,14209060,16828.0,2023-03-17,2023-03-17
female,16467065,17326.0,2023-03-16,2023-03-16
male,14205098,16822.0,2023-03-16,2023-03-16
female,16461479,17320.0,2023-03-15,2023-03-15
male,14200750,16811.0,2023-03-15,2023-03-15
female,16454863,17316.0,2023-03-14,2023-03-14
male,14195467,16805.0,2023-03-14,2023-03-14
female,16448579,17311.0,2023-03-13,2023-03-13
male,14190350,16804.0,2023-03-13,2023-03-13
female,16446302,0.0,2023-03-13,2023-03-13
male,14188429,0.0,2023-03-13,2023-03-13
female,16441034,17304.0,2023-03-11,2023-03-11
male,14184355,16792.0,2023-03-11,2023-03-11
female,16435596,17301.0,2023-03-10,2023-03-10
male,14179926,16792.0,2023-03-10,2023-03-10
female,16429804,17298.0,2023-03-09,2023-03-09
male,14175383,16783.0,2023-03-09,2023-03-09
female,16423663,17290.0,2023-03-08,2023-03-08
male,14170634,16771.0,2023-03-08,2023-03-08
female,16416552,17284.0,2023-03-07,2023-03-07
male,14164947,16765.0,2023-03-07,2023-03-07
female,16409789,17280.0,2023-03-06,2023-03-06
male,14159426,16754.0,2023-03-06,2023-03-06
female,16401951,17275.0,2023-03-04,2023-03-04
male,14153151,16745.0,2023-03-04,2023-03-04
female,16395694,17272.0,2023-03-03,2023-03-03
male,14148287,16742.0,2023-03-03,2023-03-03
female,16389821,17267.0,2023-03-02,2023-03-02
male,14143752,16736.0,2023-03-02,2023-03-02
female,16385549,17256.0,2023-03-01,2023-03-01
male,14140463,16732.0,2023-03-01,2023-03-01
female,16378614,17251.0,2023-02-28,2023-02-28
male,14135107,16726.0,2023-02-28,2023-02-28
female,16372637,17245.0,2023-02-27,2023-02-27
male,14130267,16716.0,2023-02-27,2023-02-27
female,16365194,17237.0,2023-02-25,2023-02-25
male,14124472,16703.0,2023-02-25,2023-02-25
female,16359564,17231.0,2023-02-24,2023-02-24
male,14120189,16698.0,2023-02-24,2023-02-24
female,16353892,17219.0,2023-02-23,2023-02-23
male,14115810,16690.0,2023-02-23,2023-02-23
female,16347723,17204.0,2023-02-22,2023-02-22
male,14111134,16683.0,2023-02-22,2023-02-22
female,16340437,17195.0,2023-02-21,2023-02-21
male,14105338,16678.0,2023-02-21,2023-02-21
female,16333898,17192.0,2023-02-20,2023-02-20
male,14099997,16673.0,2023-02-20,2023-02-20
female,16331588,17187.0,2023-02-19,2023-02-19
male,14097983,16669.0,2023-02-19,2023-02-19
female,16325837,17181.0,2023-02-18,2023-02-18
male,14093460,16663.0,2023-02-18,2023-02-18
female,16319849,17176.0,2023-02-17,2023-02-17
male,14088807,16656.0,2023-02-17,2023-02-17
female,16313419,17163.0,2023-02-16,2023-02-16
male,14083801,16641.0,2023-02-16,2023-02-16
female,16306315,17153.0,2023-02-15,2023-02-15
male,14078386,16629.0,2023-02-15,2023-02-15
female,16297984,17146.0,2023-02-14,2023-02-14
male,14071760,16612.0,2023-02-14,2023-02-14
female,16290170,17143.0,2023-02-13,2023-02-13
male,14065203,16604.0,2023-02-13,2023-02-13
female,16287419,17137.0,2023-02-12,2023-02-12
male,14062780,16599.0,2023-02-12,2023-02-12
female,16280659,17124.0,2023-02-11,2023-02-11
male,14057489,16589.0,2023-02-11,2023-02-11
female,16273548,17121.0,2023-02-10,2023-02-10
male,14051935,16576.0,2023-02-10,2023-02-10
female,16266061,17114.0,2023-02-09,2023-02-09
male,14045918,16566.0,2023-02-09,2023-02-09
female,16257844,17099.0,2023-02-08,2023-02-08
male,14039471,16547.0,2023-02-08,2023-02-08
female,16248006,17090.0,2023-02-07,2023-02-07
male,14031375,16534.0,2023-02-07,2023-02-07
female,16239325,17085.0,2023-02-06,2023-02-06
male,14023936,16529.0,2023-02-06,2023-02-06
female,16236218,17080.0,2023-02-05,2023-02-05
male,14021193,16516.0,2023-02-05,2023-02-05
female,16228431,17072.0,2023-02-04,2023-02-04
male,14014962,16502.0,2023-02-04,2023-02-04
female,16220564,17061.0,2023-02-03,2023-02-03
male,14008325,16491.0,2023-02-03,2023-02-03
female,16212356,17048.0,2023-02-02,2023-02-02
male,14001572,16474.0,2023-02-02,2023-02-02
female,16203195,17031.0,2023-02-01,2023-02-01
male,13993871,16455.0,2023-02-01,2023-02-01
female,16192149,17014.0,2023-01-31,2023-01-31
male,13984497,16430.0,2023-01-31,2023-01-31
female,16181686,17004.0,2023-01-30,2023-01-30
male,13975331,16416.0,2023-01-30,2023-01-30
female,16177750,16990.0,2023-01-29,2023-01-29
male,13971851,16400.0,2023-01-29,2023-01-29
female,16167225,16981.0,2023-01-28,2023-01-28
male,13963505,16380.0,2023-01-28,2023-01-28
female,16154143,16967.0,2023-01-27,2023-01-27
male,13953220,16365.0,2023-01-27,2023-01-27
female,16136454,16947.0,2023-01-26,2023-01-26
male,13939198,16349.0,2023-01-26,2023-01-26
female,16116805,16939.0,2023-01-25,2023-01-25
male,13923751,16331.0,2023-01-25,2023-01-25
female,16105947,16927.0,2023-01-24,2023-01-24
male,13915071,16318.0,2023-01-24,2023-01-24
female,16099372,16923.0,2023-01-23,2023-01-23
male,13909384,16312.0,2023-01-23,2023-01-23
female,16094557,16910.0,2023-01-22,2023-01-22
male,13904972,16299.0,2023-01-22,2023-01-22
female,16085393,16900.0,2023-01-21,2023-01-21
male,13897512,16285.0,2023-01-21,2023-01-21
female,16069844,16873.0,2023-01-20,2023-01-20
male,13885522,16261.0,2023-01-20,2023-01-20
female,16054424,16855.0,2023-01-19,2023-01-19
male,13873534,16249.0,2023-01-19,2023-01-19
female,16037751,16840.0,2023-01-18,2023-01-18
male,13860391,16217.0,2023-01-18,2023-01-18
female,16017046,16824.0,2023-01-17,2023-01-17
male,13844188,16190.0,2023-01-17,2023-01-17
female,15994771,16813.0,2023-01-16,2023-01-16
male,13826264,16171.0,2023-01-16,2023-01-16
female,15987072,16795.0,2023-01-15,2023-01-15
male,13819819,16154.0,2023-01-15,2023-01-15
female,15968727,16781.0,2023-01-14,2023-01-14
male,13805594,16131.0,2023-01-14,2023-01-14
female,15968727,16781.0,2023-01-14,2023-01-14
male,13805594,16131.0,2023-01-14,2023-01-14
female,15948584,16764.0,2023-01-13,2023-01-13
male,13789185,16103.0,2023-01-13,2023-01-13
female,15926351,16739.0,2023-01-12,2023-01-12
male,13771692,16082.0,2023-01-12,2023-01-12
female,15901770,16703.0,2023-01-11,2023-01-11
male,13752320,16042.0,2023-01-11,2023-01-11
female,15871678,16655.0,2023-01-10,2023-01-10
male,13728069,16014.0,2023-01-10,2023-01-10
female,15838740,16632.0,2023-01-09,2023-01-09
male,13700966,15993.0,2023-01-09,2023-01-09
female,15828599,16616.0,2023-01-08,2023-01-08
male,13692001,15974.0,2023-01-08,2023-01-08
female,15802574,16594.0,2023-01-07,2023-01-07
male,13671260,15962.0,2023-01-07,2023-01-07
female,15772525,16562.0,2023-01-06,2023-01-06
male,13647701,15934.0,2023-01-06,2023-01-06
female,15740498,16534.0,2023-01-05,2023-01-05
male,13622774,15887.0,2023-01-05,2023-01-05
female,15704548,16504.0,2023-01-04,2023-01-04
male,13594618,15851.0,2023-01-04,2023-01-04
female,15660950,16472.0,2023-01-03,2023-01-03
male,13559641,15829.0,2023-01-03,2023-01-03
female,15616511,16456.0,2023-01-02,2023-01-02
male,13523024,15816.0,2023-01-02,2023-01-02
female,15604371,16428.0,2023-01-01,2023-01-01
male,13512429,15791.0,2023-01-01,2023-01-01
female,15572296,16397.0,2022-12-31,2022-12-31
male,13486977,15759.0,2022-12-31,2022-12-31
female,15536838,16364.0,2022-12-30,2022-12-30
male,13459509,15731.0,2022-12-30,2022-12-30
female,15499865,16342.0,2022-12-29,2022-12-29
male,13431275,15685.0,2022-12-29,2022-12-29
female,15459709,16304.0,2022-12-28,2022-12-28
male,13400004,15647.0,2022-12-28,2022-12-28
female,15410586,16271.0,2022-12-27,2022-12-27
male,13361610,15611.0,2022-12-27,2022-12-27
female,15362320,16254.0,2022-12-26,2022-12-26
male,13322280,15578.0,2022-12-26,2022-12-26
female,15348613,16236.0,2022-12-25,2022-12-25
male,13310442,15554.0,2022-12-25,2022-12-25
female,15316094,16210.0,2022-12-24,2022-12-24
male,13284513,15534.0,2022-12-24,2022-12-24
female,15279131,16179.0,2022-12-23,2022-12-23
male,13255427,15495.0,2022-12-23,2022-12-23
female,15241342,16149.0,2022-12-22,2022-12-22
male,13225048,15462.0,2022-12-22,2022-12-22
female,15199489,16119.0,2022-12-21,2022-12-21
male,13191157,15430.0,2022-12-21,2022-12-21
female,15150811,16086.0,2022-12-20,2022-12-20
male,13151663,15404.0,2022-12-20,2022-12-20
female,15103457,16058.0,2022-12-19,2022-12-19
male,13111458,15376.0,2022-12-19,2022-12-19
female,15089268,16044.0,2022-12-18,2022-12-18
male,13099025,15351.0,2022-12-18,2022-12-18
female,15056390,16023.0,2022-12-17,2022-12-17
male,13073041,15330.0,2022-12-17,2022-12-17
female,15019433,15992.0,2022-12-16,2022-12-16
male,13043246,15306.0,2022-12-16,2022-12-16
female,14981904,15955.0,2022-12-15,2022-12-15
male,13013822,15277.0,2022-12-15,2022-12-15
female,14942710,15932.0,2022-12-14,2022-12-14
male,12982862,15242.0,2022-12-14,2022-12-14
female,14895812,15905.0,2022-12-13,2022-12-13
male,12945189,15223.0,2022-12-13,2022-12-13
female,14848418,15890.0,2022-12-12,2022-12-12
male,12905731,15209.0,2022-12-12,2022-12-12
female,14834568,15872.0,2022-12-11,2022-12-11
male,12893914,15197.0,2022-12-11,2022-12-11
female,14804058,15852.0,2022-12-10,2022-12-10
male,12870105,15177.0,2022-12-10,2022-12-10
female,14769321,15826.0,2022-12-09,2022-12-09
male,12842234,15149.0,2022-12-09,2022-12-09
female,14734365,15794.0,2022-12-08,2022-12-08
male,12814456,15114.0,2022-12-08,2022-12-08
female,14698254,15767.0,2022-12-07,2022-12-07
male,12785314,15080.0,2022-12-07,2022-12-07
female,14656955,15734.0,2022-12-06,2022-12-06
male,12751899,15059.0,2022-12-06,2022-12-06
female,14614993,15724.0,2022-12-05,2022-12-05
male,12716257,15045.0,2022-12-05,2022-12-05
female,14602366,15706.0,2022-12-04,2022-12-04
male,12705724,15023.0,2022-12-04,2022-12-04
female,14576181,15685.0,2022-12-03,2022-12-03
male,12685345,14984.0,2022-12-03,2022-12-03
female,14546798,15666.0,2022-12-02,2022-12-02
male,12662002,14955.0,2022-12-02,2022-12-02
female,14517102,15638.0,2022-12-01,2022-12-01
male,12638711,14930.0,2022-12-01,2022-12-01
female,14484987,15605.0,2022-11-30,2022-11-30
male,12613747,14901.0,2022-11-30,2022-11-30
female,14447400,15581.0,2022-11-29,2022-11-29
male,12583919,14873.0,2022-11-29,2022-11-29
female,14407756,15560.0,2022-11-28,2022-11-28
male,12552087,14853.0,2022-11-28,2022-11-28
female,14395689,15537.0,2022-11-27,2022-11-27
male,12541827,14832.0,2022-11-27,2022-11-27
female,14369626,15516.0,2022-11-26,2022-11-26
male,12520862,14814.0,2022-11-26,2022-11-26
female,14340045,15483.0,2022-11-25,2022-11-25
male,12497795,14795.0,2022-11-25,2022-11-25
female,14309855,15456.0,2022-11-24,2022-11-24
male,12474287,14767.0,2022-11-24,2022-11-24
female,14276716,15426.0,2022-11-23,2022-11-23
male,12448337,14738.0,2022-11-23,2022-11-23
female,14237515,15395.0,2022-11-22,2022-11-22
male,12417214,14716.0,2022-11-22,2022-11-22
female,14196833,15371.0,2022-11-21,2022-11-21
male,12385023,14695.0,2022-11-21,2022-11-21
female,14184296,15350.0,2022-11-20,2022-11-20
male,12374469,14681.0,2022-11-20,2022-11-20
female,14158467,15329.0,2022-11-19,2022-11-19
male,12354287,14661.0,2022-11-19,2022-11-19
female,14130116,15293.0,2022-11-18,2022-11-18
male,12332203,14632.0,2022-11-18,2022-11-18
female,14102217,15257.0,2022-11-17,2022-11-17
male,12310684,14605.0,2022-11-17,2022-11-17
female,14070794,15220.0,2022-11-16,2022-11-16
male,12286670,14575.0,2022-11-16,2022-11-16
female,14033249,15194.0,2022-11-15,2022-11-15
male,12257628,14554.0,2022-11-15,2022-11-15
female,13992715,15171.0,2022-11-14,2022-11-14
male,12225279,14538.0,2022-11-14,2022-11-14
female,13979655,15145.0,2022-11-13,2022-11-13
male,12214574,14520.0,2022-11-13,2022-11-13
female,13952482,15117.0,2022-11-12,2022-11-12
male,12193282,14500.0,2022-11-12,2022-11-12
female,13921806,15096.0,2022-11-11,2022-11-11
male,12169733,14475.0,2022-11-11,2022-11-11
female,13891487,15081.0,2022-11-10,2022-11-10
male,12145533,14450.0,2022-11-10,2022-11-10
female,13860226,15047.0,2022-11-09,2022-11-09
male,12121429,14432.0,2022-11-09,2022-11-09
female,13825208,15013.0,2022-11-08,2022-11-08
male,12093975,14407.0,2022-11-08,2022-11-08
female,13790766,14999.0,2022-11-07,2022-11-07
male,12066144,14391.0,2022-11-07,2022-11-07
female,13780523,14991.0,2022-11-06,2022-11-06
male,12057716,14381.0,2022-11-06,2022-11-06
female,13760015,14982.0,2022-11-05,2022-11-05
male,12041549,14372.0,2022-11-05,2022-11-05
female,13737129,14960.0,2022-11-04,2022-11-04
male,12023572,14355.0,2022-11-04,2022-11-04
female,13712681,14943.0,2022-11-03,2022-11-03
male,12004596,14337.0,2022-11-03,2022-11-03
female,13686059,14917.0,2022-11-02,2022-11-02
male,11984348,14322.0,2022-11-02,2022-11-02
female,13686059,14917.0,2022-11-02,2022-11-02
male,11984348,14322.0,2022-11-02,2022-11-02
female,13655110,14899.0,2022-11-01,2022-11-01
male,11960557,14310.0,2022-11-01,2022-11-01
female,13622571,14883.0,2022-10-31,2022-10-31
male,11934738,14293.0,2022-10-31,2022-10-31
female,13612532,14876.0,2022-10-31,2022-10-31
male,11926267,14282.0,2022-10-31,2022-10-31
female,13612532,14876.0,2022-10-30,2022-10-30
male,11926267,14282.0,2022-10-30,2022-10-30
female,13593229,14862.0,2022-10-29,2022-10-29
male,11911059,14269.0,2022-10-29,2022-10-29
female,13572297,14847.0,2022-10-28,2022-10-28
male,11894695,14253.0,2022-10-28,2022-10-28
female,13551868,14833.0,2022-10-27,2022-10-27
male,11879237,14236.0,2022-10-27,2022-10-27
female,13532034,14820.0,2022-10-26,2022-10-26
male,11864121,14223.0,2022-10-26,2022-10-26
female,13508952,14807.0,2022-10-25,2022-10-25
male,11846398,14210.0,2022-10-25,2022-10-25
female,13484515,14803.0,2022-10-24,2022-10-24
male,11827121,14197.0,2022-10-24,2022-10-24
female,13476722,14799.0,2022-10-23,2022-10-23
male,11820612,14191.0,2022-10-23,2022-10-23
female,13462106,14793.0,2022-10-22,2022-10-22
male,11808972,14181.0,2022-10-22,2022-10-22
female,13446979,14780.0,2022-10-21,2022-10-21
male,11797276,14172.0,2022-10-21,2022-10-21
female,13433044,14768.0,2022-10-20,2022-10-20
male,11786502,14154.0,2022-10-20,2022-10-20
female,13418704,14755.0,2022-10-19,2022-10-19
male,11775473,14144.0,2022-10-19,2022-10-19
female,13402367,14735.0,2022-10-18,2022-10-18
male,11762328,14121.0,2022-10-18,2022-10-18
female,13383930,14729.0,2022-10-17,2022-10-17
male,11747575,14122.0,2022-10-17,2022-10-17
female,13378119,14723.0,2022-10-16,2022-10-16
male,11742346,14117.0,2022-10-16,2022-10-16
female,13366041,14707.0,2022-10-15,2022-10-15
male,11732955,14101.0,2022-10-15,2022-10-15
female,13353375,14696.0,2022-10-14,2022-10-14
male,11722864,14087.0,2022-10-14,2022-10-14
female,13340346,14673.0,2022-10-13,2022-10-13
male,11712331,14075.0,2022-10-13,2022-10-13
female,13325280,14661.0,2022-10-12,2022-10-12
male,11700469,14062.0,2022-10-12,2022-10-12
female,13308229,14657.0,2022-10-11,2022-10-11
male,11687017,14051.0,2022-10-11,2022-10-11
female,13299731,14653.0,2022-10-10,2022-10-10
male,11680039,14045.0,2022-10-10,2022-10-10
female,13294823,14640.0,2022-10-09,2022-10-09
male,11675966,14035.0,2022-10-09,2022-10-09
female,13285027,14625.0,2022-10-08,2022-10-08
male,11668108,14021.0,2022-10-08,2022-10-08
female,13274287,14614.0,2022-10-07,2022-10-07
male,11659469,14000.0,2022-10-07,2022-10-07
female,13261901,14595.0,2022-10-06,2022-10-06
male,11649596,13978.0,2022-10-06,2022-10-06
female,13245938,14587.0,2022-10-05,2022-10-05
male,11636956,13957.0,2022-10-05,2022-10-05
female,13226871,14580.0,2022-10-04,2022-10-04
male,11621313,13948.0,2022-10-04,2022-10-04
female,13183792,14511.0,2022-09-30,2022-09-30
male,11585309,13895.0,2022-09-30,2022-09-30
male,11572341,13870.0,2022-09-29,2022-09-29
female,13151418,14468.0,2022-09-28,2022-09-28
male,11558371,13850.0,2022-09-28,2022-09-28
female,13131882,14450.0,2022-09-27,2022-09-27
male,11541781,13822.0,2022-09-27,2022-09-27
female,13073010,14347.0,2022-09-23,2022-09-23
male,11492011,13730.0,2022-09-23,2022-09-23
female,13057159,14308.0,2022-09-22,2022-09-22
male,11478781,13701.0,2022-09-22,2022-09-22
female,13039165,14277.0,2022-09-21,2022-09-21
male,11463803,13673.0,2022-09-21,2022-09-21
female,13016849,14246.0,2022-09-20,2022-09-20
male,11444888,13645.0,2022-09-20,2022-09-20
female,12991237,14235.0,2022-09-19,2022-09-19
male,11422636,13632.0,2022-09-19,2022-09-19
female,12981157,14207.0,2022-09-18,2022-09-18
male,11413309,13621.0,2022-09-18,2022-09-18
female,12962638,14191.0,2022-09-17,2022-09-17
male,11397064,13591.0,2022-09-17,2022-09-17
female,12939352,14158.0,2022-09-16,2022-09-16
male,11376950,13567.0,2022-09-16,2022-09-16
female,12911382,14128.0,2022-09-15,2022-09-15
male,11353088,13537.0,2022-09-15,2022-09-15
female,12872596,14093.0,2022-09-14,2022-09-14
male,11320442,13500.0,2022-09-14,2022-09-14
female,12821228,14071.0,2022-09-13,2022-09-13
male,11277906,13462.0,2022-09-13,2022-09-13
female,12790118,14051.0,2022-09-12,2022-09-12
male,11251707,13447.0,2022-09-12,2022-09-12
female,12770463,14044.0,2022-09-11,2022-09-11
male,11234424,13432.0,2022-09-11,2022-09-11
female,12755688,14018.0,2022-09-10,2022-09-10
male,11220985,13411.0,2022-09-10,2022-09-10
female,12732921,13990.0,2022-09-09,2022-09-09
male,11201028,13391.0,2022-09-09,2022-09-09
female,12694766,13958.0,2022-09-08,2022-09-08
male,11169794,13355.0,2022-09-08,2022-09-08
female,12654582,13931.0,2022-09-07,2022-09-07
male,11137379,13318.0,2022-09-07,2022-09-07
female,12607743,13904.0,2022-09-06,2022-09-06
male,11098734,13289.0,2022-09-06,2022-09-06
female,12553824,13878.0,2022-09-05,2022-09-05
male,11052916,13271.0,2022-09-05,2022-09-05
female,12534044,13846.0,2022-09-04,2022-09-04
male,11035148,13247.0,2022-09-04,2022-09-04
female,12534044,13846.0,2022-09-04,2022-09-04
male,11035148,13247.0,2022-09-04,2022-09-04
female,12494844,13808.0,2022-09-03,2022-09-03
male,11002204,13206.0,2022-09-03,2022-09-03
female,12452049,13771.0,2022-09-02,2022-09-02
male,10965376,13169.0,2022-09-02,2022-09-02
female,12403427,13740.0,2022-09-01,2022-09-01
male,10924470,13136.0,2022-09-01,2022-09-01
female,12359202,13688.0,2022-08-31,2022-08-31
male,10887196,13076.0,2022-08-31,2022-08-31
female,12303215,13651.0,2022-08-30,2022-08-30
male,10839264,13038.0,2022-08-30,2022-08-30
female,12240992,13615.0,2022-08-29,2022-08-29
male,10785968,13003.0,2022-08-29,2022-08-29
female,12218365,13592.0,2022-08-28,2022-08-28
male,10765453,12977.0,2022-08-28,2022-08-28
female,12172284,13554.0,2022-08-27,2022-08-27
male,10726239,12945.0,2022-08-27,2022-08-27
female,12121065,13515.0,2022-08-26,2022-08-26
male,10681920,12898.0,2022-08-26,2022-08-26
female,12066443,13480.0,2022-08-25,2022-08-25
male,10635478,12852.0,2022-08-25,2022-08-25
female,12005391,13425.0,2022-08-24,2022-08-24
male,10583249,12799.0,2022-08-24,2022-08-24
female,11930664,13399.0,2022-08-23,2022-08-23
male,10518811,12762.0,2022-08-23,2022-08-23
female,11849485,13372.0,2022-08-22,2022-08-22
male,10449892,12737.0,2022-08-22,2022-08-22
female,11818407,13340.0,2022-08-21,2022-08-21
male,10421924,12704.0,2022-08-21,2022-08-21
female,11758562,13305.0,2022-08-20,2022-08-20
male,10370825,12675.0,2022-08-20,2022-08-20
female,11688364,13262.0,2022-08-19,2022-08-19
male,10311673,12634.0,2022-08-19,2022-08-19
female,11613283,13216.0,2022-08-18,2022-08-18
male,10248013,12597.0,2022-08-18,2022-08-18
female,11516309,13186.0,2022-08-17,2022-08-17
male,10166507,12566.0,2022-08-17,2022-08-17
female,11418106,13170.0,2022-08-16,2022-08-16
male,10084058,12540.0,2022-08-16,2022-08-16
female,11373667,13156.0,2022-08-15,2022-08-15
male,10044369,12517.0,2022-08-15,2022-08-15
female,11340968,13135.0,2022-08-14,2022-08-14
male,10014990,12488.0,2022-08-14,2022-08-14
female,11276185,13105.0,2022-08-13,2022-08-13
male,9960170,12461.0,2022-08-13,2022-08-13
female,11208758,13076.0,2022-08-12,2022-08-12
male,9903082,12423.0,2022-08-12,2022-08-12
female,11139116,13042.0,2022-08-11,2022-08-11
male,9844053,12399.0,2022-08-11,2022-08-11
female,11064381,13018.0,2022-08-10,2022-08-10
male,9781592,12364.0,2022-08-10,2022-08-10
female,10982571,12993.0,2022-08-09,2022-08-09
male,9711668,12339.0,2022-08-09,2022-08-09
female,10902161,12975.0,2022-08-08,2022-08-08
male,9642259,12317.0,2022-08-08,2022-08-08
female,10873408,12959.0,2022-08-07,2022-08-07
male,9615720,12304.0,2022-08-07,2022-08-07
female,10816417,12949.0,2022-08-06,2022-08-06
male,9567204,12287.0,2022-08-06,2022-08-06
female,10756965,12925.0,2022-08-05,2022-08-05
male,9516046,12266.0,2022-08-05,2022-08-05
female,10695921,12901.0,2022-08-04,2022-08-04
male,9464233,12243.0,2022-08-04,2022-08-04
female,10637389,12879.0,2022-08-03,2022-08-03
male,9414916,12231.0,2022-08-03,2022-08-03
female,10572262,12865.0,2022-08-02,2022-08-02
male,9360177,12219.0,2022-08-02,2022-08-02
female,10488030,12846.0,2022-07-31,2022-07-31
male,9288020,12201.0,2022-07-31,2022-07-31
female,10448179,12841.0,2022-07-30,2022-07-30
male,9254282,12186.0,2022-07-30,2022-07-30
female,10404064,12821.0,2022-07-29,2022-07-29
male,9216453,12171.0,2022-07-29,2022-07-29
female,10357659,12800.0,2022-07-28,2022-07-28
male,9177583,12157.0,2022-07-28,2022-07-28
female,10309721,12789.0,2022-07-27,2022-07-27
male,9137225,12143.0,2022-07-27,2022-07-27
female,10255882,12779.0,2022-07-26,2022-07-26
male,9090882,12128.0,2022-07-26,2022-07-26
female,10202177,12770.0,2022-07-25,2022-07-25
male,9045319,12120.0,2022-07-25,2022-07-25
female,10183472,12759.0,2022-07-24,2022-07-24
male,9028141,12114.0,2022-07-24,2022-07-24
female,10148174,12750.0,2022-07-23,2022-07-23
male,8998006,12105.0,2022-07-23,2022-07-23
female,10111290,12731.0,2022-07-22,2022-07-22
male,8966369,12094.0,2022-07-22,2022-07-22
female,10074267,12714.0,2022-07-21,2022-07-21
male,8934813,12080.0,2022-07-21,2022-07-21
female,10035179,12705.0,2022-07-20,2022-07-20
male,8902792,12072.0,2022-07-20,2022-07-20
female,9994292,12696.0,2022-07-19,2022-07-19
male,8867301,12069.0,2022-07-19,2022-07-19
female,9955179,12688.0,2022-07-18,2022-07-18
male,8832877,12065.0,2022-07-18,2022-07-18
female,9941545,12683.0,2022-07-17,2022-07-17
male,8820212,12059.0,2022-07-17,2022-07-17
female,9920127,12678.0,2022-07-16,2022-07-16
male,8801288,12050.0,2022-07-16,2022-07-16
female,9898050,12670.0,2022-07-15,2022-07-15
male,8782092,12042.0,2022-07-15,2022-07-15
female,9877191,12663.0,2022-07-14,2022-07-14
male,8764087,12033.0,2022-07-14,2022-07-14
female,9856137,12657.0,2022-07-13,2022-07-13
male,8745972,12023.0,2022-07-13,2022-07-13
female,9834737,12648.0,2022-07-12,2022-07-12
male,8727124,12020.0,2022-07-12,2022-07-12
female,9814638,12644.0,2022-07-11,2022-07-11
male,8709900,12017.0,2022-07-11,2022-07-11
female,9808044,12632.0,2022-07-10,2022-07-10
male,8703801,12011.0,2022-07-10,2022-07-10
female,9797149,12620.0,2022-07-09,2022-07-09
male,8694286,12004.0,2022-07-09,2022-07-09
female,9786457,12610.0,2022-07-08,2022-07-08
male,8684715,11995.0,2022-07-08,2022-07-08
female,9776209,12603.0,2022-07-07,2022-07-07
male,8675653,11990.0,2022-07-07,2022-07-07
female,9766347,12598.0,2022-07-06,2022-07-06
male,8667012,11985.0,2022-07-06,2022-07-06
